Unnamed: 0.1,Unnamed: 0,SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,QED,mol
17835,20803,COC=1C=CC(C(=O)O)=C(C1)S(=O)(=O)NC[C@H]2C[C@H](C2)N(C)C,Z2790328567,342.412,342.412,-0.815,-1.975,2,6,95.94,7,https://real.enamine.net/public-enum-files/Z2790328567,0.7677427112115076,<rdkit.Chem.rdchem.Mol object at 0x1431c8430>
17837,20805,CC1CN(CC(C)C1(F)F)C(=O)CC2(CC(=O)O)CCCCC2,Z2793530234,331.399,331.399,3.091,-4.229,1,3,57.61,5,https://real.enamine.net/public-enum-files/Z2793530234,0.8568747071590042,<rdkit.Chem.rdchem.Mol object at 0x1431c8510>
17843,20811,CC1=NC=CN1CCCN2C=C(CC(O)C(C)(C)C)N=N2,Z2846734712,291.393,291.393,0.479,-0.241,1,4,68.76,7,https://real.enamine.net/public-enum-files/Z2846734712,0.8812193720078285,<rdkit.Chem.rdchem.Mol object at 0x1431c87b0>
17844,20812,COCC1(CC1)S(=O)(=O)NC2=CC(C)=CC(=C2)C(=O)O,Z2852051358,299.344,299.344,1.939,-2.999,2,5,92.7,6,https://real.enamine.net/public-enum-files/Z2852051358,0.8322378586231632,<rdkit.Chem.rdchem.Mol object at 0x1431c8820>
17845,20813,"CN(C(=O)[C@@H]1C[C@]1(C)C=2C=CC=CC2)C=3C=CSC3 |&1:4,6,r|",Z2874006709,271.379,271.379,3.414,-3.572,0,1,20.31,4,https://real.enamine.net/public-enum-files/Z2874006709,0.8334570554872924,<rdkit.Chem.rdchem.Mol object at 0x1431c8890>
17855,20823,O=C(NCCC=1C=NNC1)NC=2C=CC=C(N2)C3CC3,Z2952036987,271.318,271.318,1.485,-2.226,3,3,82.7,7,https://real.enamine.net/public-enum-files/Z2952036987,0.7779236429363122,<rdkit.Chem.rdchem.Mol object at 0x1431c8cf0>
17857,20825,CC(=O)NC=1C=CC=NC1NC(=O)C2=CN=C(CC(C)(C)C)S2,Z2958409994,332.422,332.422,2.623,-3.593,2,4,83.98,7,https://real.enamine.net/public-enum-files/Z2958409994,0.8991756981166711,<rdkit.Chem.rdchem.Mol object at 0x1431c8dd0>
17860,20828,CC(C)(C)CC=1C=CC=CC1C(=O)N2CC(C2)C3CS(=O)(=O)C3,Z2960153252,335.463,335.463,0.69,-4.878,0,3,54.45,5,https://real.enamine.net/public-enum-files/Z2960153252,0.8521362972702053,<rdkit.Chem.rdchem.Mol object at 0x1431c8f20>
17861,20829,CN1N=C(C=C1C(=O)NCCN2C=NC=CC2=O)C3CC3,Z2960597785,287.318,287.318,-0.562,-1.286,1,4,79.59,6,https://real.enamine.net/public-enum-files/Z2960597785,0.856335005750636,<rdkit.Chem.rdchem.Mol object at 0x1431c8f90>
17863,20831,O=C(NC1=CC(=NN1)C2CCCO2)C=3C=CSC3C(F)F,Z2960727591,313.325,313.325,1.072,-3.997,2,3,67.01,5,https://real.enamine.net/public-enum-files/Z2960727591,0.9073870658517128,<rdkit.Chem.rdchem.Mol object at 0x1431c9070>
17864,20832,"O=C(NC=1C=CN=C(C1)N2CCCCC2)[C@@H]3C[C@H]3C4=CC=CO4 |&1:15,17,r|",Z2964731682,311.379,311.379,3.197,-3.298,1,3,58.37,4,https://real.enamine.net/public-enum-files/Z2964731682,0.9398375352768236,<rdkit.Chem.rdchem.Mol object at 0x1431c90e0>
17865,20833,CC1=NC(=CC(=N1)NCC2=NN=C3CCCN23)NC=4C=CC=CC4,Z2967817441,321.381,321.381,2.298,-2.719,2,6,80.55,5,https://real.enamine.net/public-enum-files/Z2967817441,0.7518454372525424,<rdkit.Chem.rdchem.Mol object at 0x1431c9150>
17866,20834,O=C(NCC1=CC=2C=CC=CC2S1)NC(C=3C=CN=CC3)C4CC4,Z2969206491,337.441,337.441,3.174,-4.461,2,2,54.02,7,https://real.enamine.net/public-enum-files/Z2969206491,0.7312300396307392,<rdkit.Chem.rdchem.Mol object at 0x1431c91c0>
17868,20836,CN(CC=1C=NC=CN1)C2=NC=3C=CC=CC3C(=O)N2CCO,Z2969789525,311.339,311.339,0.146,-1.756,1,6,81.92,5,https://real.enamine.net/public-enum-files/Z2969789525,0.7506608603415756,<rdkit.Chem.rdchem.Mol object at 0x1431c92a0>
17877,20845,CS(=O)(=O)C1(CC1)C=2C=CC(=CC2)C3=NC4=CSN=C4C(=O)N3,Z2981779949,347.415,347.415,-0.095,-4.02,1,5,88.49,3,,0.7828733669979979,<rdkit.Chem.rdchem.Mol object at 0x1431c9690>
17881,20849,CN(C)C=1C=CC=2C(=O)N(CC(C)(C)CO)N=CC2C1,Z2982133922,275.347,275.347,1.081,-2.021,1,4,56.14,4,,0.9179818958855804,<rdkit.Chem.rdchem.Mol object at 0x1431c9850>
17883,20851,CN1C=C(C=N1)C=2C=CN=C(C=CC=3C=NN(C3)CC4CCC4)N2,Z2982149895,320.393,320.393,2.333,-1.955,0,4,61.42,5,https://real.enamine.net/public-enum-files/Z2982149895,0.7247223673475166,<rdkit.Chem.rdchem.Mol object at 0x1431c9930>
17884,20852,C(=CC=1C=CC=2C=CC=NC2N1)C3=CN(CC4CCCO4)N=N3,Z2982190501,307.351,307.351,1.36,-3.101,0,5,65.72,4,https://real.enamine.net/public-enum-files/Z2982190501,0.7409093860404591,<rdkit.Chem.rdchem.Mol object at 0x1431c99a0>
17886,20854,CCC1CCN(CC1)S(=O)(=O)N2CCCCC2CC(=O)O,Z2982578767,318.434,318.434,2.688,-2.604,1,5,77.92,5,https://real.enamine.net/public-enum-files/Z2982578767,0.8364012231502908,<rdkit.Chem.rdchem.Mol object at 0x1431c9a80>
17888,20856,O=C(NC1CC1)C(C=2C=CC(F)=CC2)N3C=C(N=N3)C4CCC4,Z2982733037,314.358,314.358,2.334,-3.492,1,3,59.81,6,https://real.enamine.net/public-enum-files/Z2982733037,0.9224453686539286,<rdkit.Chem.rdchem.Mol object at 0x1431c9b60>
17889,20857,C=1C=C(CN2C=C(N=N2)C3CCC3)ON1,Z2982737709,204.229,204.229,0.489,-1.056,0,3,56.74,3,https://real.enamine.net/public-enum-files/Z2982737709,0.7612445045196806,<rdkit.Chem.rdchem.Mol object at 0x1431c9bd0>
17891,20859,OC1CCN(CC2=CN(CC3CCCC3(F)F)N=N2)CC1,Z2982746080,300.348,300.348,-0.113,-1.459,1,4,54.18,4,https://real.enamine.net/public-enum-files/Z2982746080,0.9188348997543588,<rdkit.Chem.rdchem.Mol object at 0x1431c9cb0>
17893,20861,CC=1C=CC(=NC1)N2C=C(CN3CCOC[C@H]3C)N=N2,Z2982756043,273.334,273.334,1.671,-1.048,0,5,56.07,3,https://real.enamine.net/public-enum-files/Z2982756043,0.8405696467291429,<rdkit.Chem.rdchem.Mol object at 0x1431c9d90>
17898,20866,COC=1C=CC=CC1C2=CN(CCC3CCS(=O)(=O)C3)N=N2,Z2984404838,321.396,321.396,-0.165,-2.372,0,5,74.08,5,https://real.enamine.net/public-enum-files/Z2984404838,0.8389876876969671,<rdkit.Chem.rdchem.Mol object at 0x1431c9ee0>
17904,20872,FC(F)(F)CN1C=CC(CC2=NC(=NO2)C3CCCOC3)=N1,Z2992326512,316.28,316.28,-0.12,-1.723,0,4,65.97,5,https://real.enamine.net/public-enum-files/Z2992326512,0.865799658834859,<rdkit.Chem.rdchem.Mol object at 0x1431ca180>
17905,20873,CNC=1C=CC=CC1CNCC2(O)CCOCC2,Z2992687522,250.337,250.337,0.039,-1.496,3,4,53.52,5,https://real.enamine.net/public-enum-files/Z2992687522,0.7383748607037869,<rdkit.Chem.rdchem.Mol object at 0x1431ca1f0>
17910,20878,CC1(CCC2=NC(=NO2)C=3C=CN=C4NC=CC34)CC1,Z2997236764,268.314,268.314,3.009,-4.536,1,3,67.6,4,https://real.enamine.net/public-enum-files/Z2997236764,0.7875510480558428,<rdkit.Chem.rdchem.Mol object at 0x1431ca420>
17911,20879,CC(C)CC1=NC=C(S1)C2=NC(=NO2)C3(CCC3)S(C)(=O)=O,Z2997240210,341.452,341.452,1.193,-3.326,0,5,85.95,5,https://real.enamine.net/public-enum-files/Z2997240210,0.8309970120851737,<rdkit.Chem.rdchem.Mol object at 0x1431ca490>
17913,20881,CS(=O)(=O)CC1(CC2=NOC(=N2)C=3N=NC=C4C=CC=CC34)CC1,Z2997291271,344.39,344.39,-0.551,-2.45,0,6,98.84,5,https://real.enamine.net/public-enum-files/Z2997291271,0.6981365765979951,<rdkit.Chem.rdchem.Mol object at 0x1431ca570>
17917,20886,CN1N=NN=C1NC(=O)C2OCCC=3C=CC=CC32,Z2997502271,259.265,259.265,0.863,-2.5,1,5,81.93,3,https://real.enamine.net/public-enum-files/Z2997502271,0.8470147547919228,<rdkit.Chem.rdchem.Mol object at 0x1431ca730>
17918,20887,CC1=NN(C)C(C)=C1CC(=O)NC2=NN=NN2C,Z2997507233,249.273,249.273,-0.361,-0.256,1,5,90.52,4,https://real.enamine.net/public-enum-files/Z2997507233,0.809055598392318,<rdkit.Chem.rdchem.Mol object at 0x1431ca7a0>
17919,20888,COC1=CC(=NC(=N1)C(=O)N2CCCOC=3C=CC=CC32)OC,Z2997549896,315.325,315.325,1.875,-3.669,0,6,73.78,4,https://real.enamine.net/public-enum-files/Z2997549896,0.8613661869794066,<rdkit.Chem.rdchem.Mol object at 0x1431ca810>
17921,20890,COC=1N=CC(=CN1)C(=O)N(C)C2(CC2)C(F)(F)F,Z3000709961,275.228,275.228,0.515,-2.895,0,4,55.32,5,https://real.enamine.net/public-enum-files/Z3000709961,0.841362991409692,<rdkit.Chem.rdchem.Mol object at 0x1431ca8f0>
17926,20895,CC=1C=CC(=CC1C(=O)O)S(=O)(=O)NC2CCN(CC(F)F)C2,Z3008703413,348.367,348.367,-0.087,-3.008,2,5,86.71,6,https://real.enamine.net/public-enum-files/Z3008703413,0.8094688145159147,<rdkit.Chem.rdchem.Mol object at 0x1431cab20>
17928,20897,CC=1N=COC1CNS(=O)(=O)N2CCOCC2,Z3009380923,261.3,261.3,0.091,-0.744,1,5,84.67,4,https://real.enamine.net/public-enum-files/Z3009380923,0.8004617884413315,<rdkit.Chem.rdchem.Mol object at 0x1431cac00>
17929,20898,COC(C)(C)CC(=O)NC=1C=CC(C2=NN=CO2)=C(F)C1,Z3016150613,293.294,293.294,1.039,-3.449,1,4,77.25,6,https://real.enamine.net/public-enum-files/Z3016150613,0.9165702280816942,<rdkit.Chem.rdchem.Mol object at 0x1431cac70>
17933,20902,CC1=CC=C(CNC(=O)CC2(O)CCOCC2)N1C,Z3044711708,266.337,266.337,-0.304,-0.865,2,3,63.49,5,https://real.enamine.net/public-enum-files/Z3044711708,0.8501430658184175,<rdkit.Chem.rdchem.Mol object at 0x1431cae30>
17935,20904,O=C(C=1C=CN(CC(F)(F)F)N1)N2CCC=C(C2)C=3C=CN=CC3,Z3051938303,336.312,336.312,0.453,-3.251,0,3,51.02,5,https://real.enamine.net/public-enum-files/Z3051938303,0.8659813703579772,<rdkit.Chem.rdchem.Mol object at 0x1431caf10>
17936,20905,CC=1C=C(ON1)C(=O)NC2=NN3CCCCC3=N2,Z3052501457,247.254,247.254,-0.028,-1.859,1,4,85.84,3,https://real.enamine.net/public-enum-files/Z3052501457,0.8602220266456844,<rdkit.Chem.rdchem.Mol object at 0x1431caf80>
17937,20906,CC1=CC=C(C2=NOC(=N2)C3C(C4CCC3O4)C(F)(F)F)C(F)=C1,Z3063565732,342.289,342.289,2.557,-5.049,0,3,48.15,3,https://real.enamine.net/public-enum-files/Z3063565732,0.7740241840675774,<rdkit.Chem.rdchem.Mol object at 0x1431caff0>
17939,20908,O=C1CN(CCC(N2CCOCC2)C(F)(F)F)CCN1,Z3071618958,295.302,295.302,0.425,-0.483,1,4,44.81,5,https://real.enamine.net/public-enum-files/Z3071618958,0.7972024036712915,<rdkit.Chem.rdchem.Mol object at 0x1431cb0d0>
17940,20909,C1=CN(C=N1)C=2C=C(N=CN2)N3CCC(CC3)NC4CCOCC4,Z3077886147,328.413,328.413,-0.924,-2.657,1,6,68.1,4,https://real.enamine.net/public-enum-files/Z3077886147,0.9149370640732006,<rdkit.Chem.rdchem.Mol object at 0x1431cb140>
17941,20910,ClC=1C=NC(=NC1)N2CCC(CC2)C=3N=CC=CN3,Z3077928601,275.737,275.737,0.967,-2.225,0,5,54.8,2,https://real.enamine.net/public-enum-files/Z3077928601,0.8417340111963211,<rdkit.Chem.rdchem.Mol object at 0x1431cb1b0>
17942,20911,CC=1N=CC=C(N1)NC(=O)CC=2C=CC(=CC2)C3CCC3,Z3081199613,281.353,281.353,3.364,-3.928,1,3,54.88,5,https://real.enamine.net/public-enum-files/Z3081199613,0.9357020425541476,<rdkit.Chem.rdchem.Mol object at 0x1431cb220>
17943,20912,CC=1C=CC(=NN1)N(C)C(=O)C=2C=CC=C(C2)C(=O)N3CCCCC3,Z3081860676,338.404,338.404,0.084,-4.125,0,4,66.4,5,https://real.enamine.net/public-enum-files/Z3081860676,0.8628784554797089,<rdkit.Chem.rdchem.Mol object at 0x1431cb290>
17947,20916,CC=1C=CC=2C(=COC2C1C)CC(=O)NC=3N=CN(CCN(C)C)N3,Z3091706813,341.408,341.408,2.43,-3.666,1,4,76.19,7,https://real.enamine.net/public-enum-files/Z3091706813,0.74485541221053,<rdkit.Chem.rdchem.Mol object at 0x1431cb450>
17948,20917,O=C(NCC=1C=CN=C(C1)C(F)(F)F)NC2CCS(=O)(=O)C2,Z3099405085,337.32,337.32,-0.379,-2.099,2,4,88.16,4,https://real.enamine.net/public-enum-files/Z3099405085,0.8640672818083172,<rdkit.Chem.rdchem.Mol object at 0x1431cb4c0>
17955,20924,CC1CNC2=C(C=NN2C1)C(=O)NC=3C=CC(=CC3)OCC4=NC=CN4C,Z3186090388,366.418,366.418,0.959,-2.361,2,5,86.0,5,https://real.enamine.net/public-enum-files/Z3186090388,0.7246043174285407,<rdkit.Chem.rdchem.Mol object at 0x1431cb7d0>
17958,20927,O=C(NCCC(O)C(F)F)C1=CC=C2CNC(=O)NC2=C1,Z3203708486,299.274,299.274,0.058,-2.207,4,3,90.46,6,https://real.enamine.net/public-enum-files/Z3203708486,0.6552671717970849,<rdkit.Chem.rdchem.Mol object at 0x1431cb920>
17962,20931,CC1=NC(=NN1)[C@@H](CO)NC(=O)COC=2C=CC=3CCCCC3C2,Z3215989167,330.382,330.382,1.455,-3.977,3,5,100.13,7,https://real.enamine.net/public-enum-files/Z3215989167,0.739329173543565,<rdkit.Chem.rdchem.Mol object at 0x1431cba70>
17963,20932,CC=1N=CC=NC1[C@@H](C)NC(=O)C=2C=CC=C3COCCC23,Z3215989399,297.352,297.352,0.606,-2.01,1,4,64.11,4,https://real.enamine.net/public-enum-files/Z3215989399,0.944241397867082,<rdkit.Chem.rdchem.Mol object at 0x1431cbae0>
17964,20933,CN1C=CC2=CC=CC(NC(=O)CS(=O)(=O)CCC(F)(F)F)=C21,Z3216001366,348.342,348.342,1.36,-3.176,1,3,68.17,7,https://real.enamine.net/public-enum-files/Z3216001366,0.9025973750009306,<rdkit.Chem.rdchem.Mol object at 0x1431cbb50>
17965,20934,CCC(C(=O)NC1=CC=CN=C1OC)N2C=CC=N2,Z3216005758,260.292,260.292,1.637,-1.836,1,4,69.04,6,https://real.enamine.net/public-enum-files/Z3216005758,0.890729188305136,<rdkit.Chem.rdchem.Mol object at 0x1431cbbc0>
17969,20938,COC1(CC(=O)NC(CC=2C=CC(O)=C(F)C2)C(=O)O)CCC1,Z3216017640,325.333,325.333,1.731,-2.513,3,5,95.86,8,https://real.enamine.net/public-enum-files/Z3216017640,0.7075689899687209,<rdkit.Chem.rdchem.Mol object at 0x1431cbd10>
17972,20942,CC1=NC(=NN1C)C(=O)NC2CCCCCC2,Z3268542729,236.314,236.314,1.839,-1.764,1,3,59.81,3,https://real.enamine.net/public-enum-files/Z3268542729,0.7929567270052098,<rdkit.Chem.rdchem.Mol object at 0x1431cbdf0>
17973,20943,"CCC=1C=C(N=C(CC)N1)N2C[C@H](O)[C@H](O)CO2 |&1:12,14,r|",Z3268555129,253.298,253.298,0.368,-2.006,2,6,78.71,3,https://real.enamine.net/public-enum-files/Z3268555129,0.7936887489601822,<rdkit.Chem.rdchem.Mol object at 0x1431cbe60>
17977,20947,NC1CN(CC2=NNC=3CCOCC23)CC41CCC4,Z3278089504,262.351,262.351,0.176,-1.308,2,4,67.17,2,https://real.enamine.net/public-enum-files/Z3278089504,0.8269205687376703,<rdkit.Chem.rdchem.Mol object at 0x1431c40b0>
17979,20949,N#CC=1C=CC=CC1N2CCN(CC3(CC3)C4CCCCO4)CC2,Z3290577606,325.449,325.449,2.993,-2.554,0,4,39.5,4,https://real.enamine.net/public-enum-files/Z3290577606,0.8529259315968332,<rdkit.Chem.rdchem.Mol object at 0x1431c4190>
17981,20951,CCCN1C=C(CNC(=O)C=2N=CN(N2)C(C)(C)C)C(C)=N1,Z3290580243,304.391,304.391,1.577,-1.136,1,4,77.63,7,https://real.enamine.net/public-enum-files/Z3290580243,0.9145769130106682,<rdkit.Chem.rdchem.Mol object at 0x1431c4270>
17982,20952,CC1=NC=C(CCNC(=O)C2=CSC(=N2)C(C)(C)C)O1,Z3290580287,293.386,293.386,2.416,-1.656,1,3,68.02,6,https://real.enamine.net/public-enum-files/Z3290580287,0.9407856571178196,<rdkit.Chem.rdchem.Mol object at 0x1431c42e0>
17985,20955,CN(CC(O)C1CC1)C(=O)CC=2C=CC=C(F)C2O,Z3290588478,267.297,267.297,0.988,-1.706,2,3,60.77,6,https://real.enamine.net/public-enum-files/Z3290588478,0.8451249103424596,<rdkit.Chem.rdchem.Mol object at 0x1431c4430>
17987,20957,O=C(O)CC1(CCNC(=O)C2=CC=C(Cl)C(F)=C2)CC1(F)F,Z3290660574,335.706,335.706,1.979,-3.522,2,3,66.4,7,https://real.enamine.net/public-enum-files/Z3290660574,0.8391819870839105,<rdkit.Chem.rdchem.Mol object at 0x1431c4510>
17995,20966,CCC=1C(=O)NC(=NC1COC)C=2C=CC(=CC2)CN(C)C,Z3302376702,301.384,301.384,1.419,-3.513,1,4,53.93,6,https://real.enamine.net/public-enum-files/Z3302376702,0.8884868521167992,<rdkit.Chem.rdchem.Mol object at 0x1431c4580>
17997,20968,CC(CC=1C=CC=CC1C(F)(F)F)(C(=O)O)N2C=CN=C2,Z3303900156,298.261,298.261,2.288,-2.954,1,3,55.12,5,https://real.enamine.net/public-enum-files/Z3303900156,0.9438701432208498,<rdkit.Chem.rdchem.Mol object at 0x1431c4660>
17999,20970,COC=1C=CC(C2=NN=C(N2)C(F)(F)F)=C(C1)OC,Z3307788767,273.212,273.212,1.781,-3.83,1,4,60.03,4,https://real.enamine.net/public-enum-files/Z3307788767,0.9330032159133952,<rdkit.Chem.rdchem.Mol object at 0x1431c4740>
18000,20971,CC=1N=CC(C(=O)N[C@@H](CC(C)C)C(=O)O)=C(N1)C2CC2,Z3324853385,291.346,291.346,1.686,-2.608,2,5,92.18,7,https://real.enamine.net/public-enum-files/Z3324853385,0.8346719386116782,<rdkit.Chem.rdchem.Mol object at 0x1431c47b0>
18001,20972,CNC1(CNC(=O)C=2N=CC=C(N)N2)CCC1,Z3344367787,235.286,235.286,0.393,-1.135,3,5,92.93,5,https://real.enamine.net/public-enum-files/Z3344367787,0.6790593874699941,<rdkit.Chem.rdchem.Mol object at 0x1431c4820>
18007,20980,CN1N=CC=C1CCN2C(=O)ON=C2C=3C=CC=CC3Cl,Z4155717054,304.732,304.732,2.396,-3.419,0,3,59.72,4,https://real.enamine.net/public-enum-files/Z4155717054,0.740413078674828,<rdkit.Chem.rdchem.Mol object at 0x1431c4a50>
18028,21003,COC=1C=CC(C2=NOC(COC=3C=CC(Cl)=CC3Cl)=N2)=C(C1)OC,Z96152119,381.21,381.21,4.204,-5.475,0,5,66.61,6,https://real.enamine.net/public-enum-files/Z96152119,0.6198744650610359,<rdkit.Chem.rdchem.Mol object at 0x1431c5380>
18038,21014,O=C(C1=CN=C(S1)C2=CC=CO2)N3CCSC=4C=CC(Cl)=CC43,Z1118666510,362.856,362.856,3.952,-6.074,0,2,46.34,3,https://real.enamine.net/public-enum-files/Z1118666510,0.6559644561637985,<rdkit.Chem.rdchem.Mol object at 0x1431c57e0>
18040,21016,O=C(O)C(CNS(=O)(=O)C=1C=COC1)CC=2C=CC=CC2Cl,Z2066026555,343.784,343.784,2.532,-3.016,2,4,96.61,7,https://real.enamine.net/public-enum-files/Z2066026555,0.8025627207910657,<rdkit.Chem.rdchem.Mol object at 0x1431c58c0>
18041,21017,O=C(O)CCOC=1C=CC(=CC1)NS(=O)(=O)C=CC=2C=CC=CC2,Z1203166527,347.387,347.387,2.651,-3.84,2,5,92.7,8,https://real.enamine.net/public-enum-files/Z1203166527,0.7657249992768453,<rdkit.Chem.rdchem.Mol object at 0x1431c5930>
18079,21059,CC1=NN(CC=2C=CC=CC2)C(C)=C1C(=O)NC=3C=CC=NC3,Z102264362,306.363,306.363,2.129,-2.62,1,3,59.81,5,https://real.enamine.net/public-enum-files/Z102264362,0.8049852441721207,<rdkit.Chem.rdchem.Mol object at 0x1431c69d0>
18105,21093,CC=1C=CC=C(C1)S(=O)(=O)N2CCCCC2C=3C=CNN3,Z2069612796,305.397,305.397,2.886,-3.359,1,3,66.06,3,https://real.enamine.net/public-enum-files/Z2069612796,0.9476830153819332,<rdkit.Chem.rdchem.Mol object at 0x1431c74c0>
18140,21144,CN(CC=1C=NN(C)C1)C=2C=C(C(N)=O)C=3C=CC=CC3N2,Z373083584,295.34,295.34,1.776,-2.55,1,4,77.04,4,https://real.enamine.net/public-enum-files/Z373083584,0.7945163474531655,<rdkit.Chem.rdchem.Mol object at 0x1431c0430>
18149,21158,CN(CC1=CN(N=N1)C=2C=CC=CC2)C3CCCN(C3)C4=CC=CN=N4,Z1139246854,349.434,349.434,2.112,-2.751,0,6,62.97,5,https://real.enamine.net/public-enum-files/Z1139246854,0.7033358475999769,<rdkit.Chem.rdchem.Mol object at 0x1431c0820>
18151,21160,CC1=NC=2C=CC=CC2N1CCNC(=O)C=3C=CC(=CC3)CN4CCCCC4,Z192298470,376.496,376.496,3.711,-3.36,1,3,50.16,6,https://real.enamine.net/public-enum-files/Z192298470,0.7125987699367942,<rdkit.Chem.rdchem.Mol object at 0x1431c0900>
18192,21211,O=C1CCC(=O)N1CCN2CCCC(C2)OC=3C=CC=CC3Cl,Z1499029929,336.814,336.814,2.681,-2.801,0,4,49.85,5,https://real.enamine.net/public-enum-files/Z1499029929,0.7743617854592904,<rdkit.Chem.rdchem.Mol object at 0x1431c1af0>
18205,21228,CC(=O)N1CCC2=CC=CC=C2C1CC(=O)N3CCC4=C(C3)N=CN4C5CC5,Z1114248436,378.468,378.468,0.433,-3.12,0,3,58.44,3,https://real.enamine.net/public-enum-files/Z1114248436,0.8250189304054826,<rdkit.Chem.rdchem.Mol object at 0x1431c20a0>
18224,21251,CN1CCC(CC1)OC=2C=CC(=CC2)CNCC=3C=CC=NC3,Z2043693952,311.422,311.422,1.148,-1.695,1,4,37.39,6,https://real.enamine.net/public-enum-files/Z2043693952,0.8899899926984978,<rdkit.Chem.rdchem.Mol object at 0x1431c28f0>
18228,21255,N#CC=1C=CSC1NC(=O)CC2=CSC(=N2)C=3C=CC=C(F)C3,Z51902866,343.401,343.401,2.361,-5.483,1,3,65.78,5,https://real.enamine.net/public-enum-files/Z51902866,0.7765920530008373,<rdkit.Chem.rdchem.Mol object at 0x1431c2ab0>
18252,21284,O=C(NC=1N=CC=CC1O)C=2C=NN(C2)CC=3C=CC=CC3Cl,Z218141336,328.753,328.753,3.501,-3.15,2,4,80.04,5,https://real.enamine.net/public-enum-files/Z218141336,0.7713417430627018,<rdkit.Chem.rdchem.Mol object at 0x1431c33e0>
18309,21349,CC(C)C1=CC(=NN1)C(=O)NC=2C=CC(=CC2)S(=O)(=O)NC3CC3,Z776904982,348.422,348.422,2.29,-4.11,3,4,103.95,7,https://real.enamine.net/public-enum-files/Z776904982,0.7443700238676222,<rdkit.Chem.rdchem.Mol object at 0x1431bccf0>
18320,21360,O=C(CN1N=NC=2C=CC=CC21)NC3=NC=C(CC=4C=CC=CC4)S3,Z73361495,349.412,349.412,3.467,-4.49,1,4,72.7,5,https://real.enamine.net/public-enum-files/Z73361495,0.6007550860945658,<rdkit.Chem.rdchem.Mol object at 0x1431bd1c0>
18321,21361,CC1=NN(C(N)=C1C2(O)C(=O)N(C)C=3C=CC=CC32)C=4C=CC(C)=CC4,Z55423827,348.399,348.399,1.992,-4.47,2,4,84.38,2,,0.7440773915689655,<rdkit.Chem.rdchem.Mol object at 0x1431bd230>
18339,21386,CC=1C=CC=C(C1)OCC2=NN=C3CSC=4C=CC=CC4N23,Z55915254,309.387,309.387,3.373,-4.7,0,3,39.94,3,,0.7383447729144056,<rdkit.Chem.rdchem.Mol object at 0x1431bda10>
18358,21414,N#CC(C(=O)C=1C=CC(F)=C(F)C1)C2=NC=3C=CC=CC3O2,Z732441996,298.244,298.244,2.093,-4.029,0,3,66.89,3,https://real.enamine.net/public-enum-files/Z732441996,0.6928642650491258,<rdkit.Chem.rdchem.Mol object at 0x1431be1f0>
18359,21415,CN1C(=O)C(COC=2C=CC=CC2C#N)=NC=3C=C(F)C=CC31,Z990955152,309.295,309.295,2.248,-3.196,0,4,65.69,3,https://real.enamine.net/public-enum-files/Z990955152,0.745322233422004,<rdkit.Chem.rdchem.Mol object at 0x1431be260>
18374,21433,CC1=NOC(C)=C1COC=2N=CN=C3C=CC=CC23,Z25626703,255.273,255.273,1.807,-3.062,0,4,61.04,3,,0.7197731700283736,<rdkit.Chem.rdchem.Mol object at 0x1431be8f0>
18392,21456,O=C1C=2C=CC=CC2N=NN1COC=3C=CC(Cl)=CC3Br,Z26034951,366.597,366.597,4.154,-5.33,0,4,54.26,3,https://real.enamine.net/public-enum-files/Z26034951,0.7138748433344176,<rdkit.Chem.rdchem.Mol object at 0x1431bf060>
18405,21469,CC(=O)C=1C=CC(=CC1)OCC2=COC(=N2)C3=CC=CS3,Z26338765,299.346,299.346,3.241,-4.071,0,3,52.33,5,https://real.enamine.net/public-enum-files/Z26338765,0.6629841837028279,<rdkit.Chem.rdchem.Mol object at 0x1431bf530>
18406,21470,CN(C)C=1C=CC=2C=C(C=CC2N1)NC(=O)C3(CC3)C4=CC=CN=C4,Z2027531261,332.4,332.4,2.768,-3.21,1,4,58.12,5,https://real.enamine.net/public-enum-files/Z2027531261,0.795722553263313,<rdkit.Chem.rdchem.Mol object at 0x1431bf5a0>
18415,21479,CC1=CC(C(=O)NC=2C=CC(C(=O)N(C)C)=C(Cl)C2)=C(C)N1C=3C=CC=NC3,Z812759708,396.871,396.871,2.99,-3.92,1,3,67.23,4,https://real.enamine.net/public-enum-files/Z812759708,0.7215678187796483,<rdkit.Chem.rdchem.Mol object at 0x1431bf990>
18417,21481,COC=1C=CC(=CN1)NC(=O)C2=CC=3C(F)=CC=CC3S2,Z26413606,302.325,302.325,4.069,-4.91,1,3,51.22,4,https://real.enamine.net/public-enum-files/Z26413606,0.8023763650321889,<rdkit.Chem.rdchem.Mol object at 0x1431bfa70>
18430,21497,CC1CCN(CC1)C(=O)COC=2C=CC(=CC2)NC=3C=CC=CC3,Z26489845,324.418,324.418,4.347,-4.72,1,3,41.57,6,https://real.enamine.net/public-enum-files/Z26489845,0.901298925770235,<rdkit.Chem.rdchem.Mol object at 0x1431b80b0>
