sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
CC(C)(OC=1C=CC(Cl)=CC1)C(=O)N2CCC(CC2)C(=O)NCC=3C=CC=CC3,Z95974275,414.926,414.926,3.264,-5.277,1,3,58.64,6,https://real.enamine.net/public-enum-files/Z95974275
CC(C)(C(=O)N1CC(C)(O)C1)N2CCOCC2,Z2013935697,242.315,242.315,1.123,-0.89,1,4,53.01,3,https://real.enamine.net/public-enum-files/Z2013935697
O=C(CC=1C=CC=2CCCC2C1)NC=3C=CC(=CC3)C4=NC=CS4,Z51870806,334.437,334.437,4.332,-5.71,1,2,41.99,4,https://real.enamine.net/public-enum-files/Z51870806
COC=1C=CC(NC(=O)CSC=2N=CN=C3C=CC=CC23)=C(C1)OC,Z19314877,355.413,355.413,2.322,-5.3,1,5,73.34,6,https://real.enamine.net/public-enum-files/Z19314877
C=1N=C(CSC=2N=CN=C3C=CC=CC23)OC1C=4C=CC=CC4,Z19315839,319.382,319.382,3.619,-5.54,0,3,51.81,4,https://real.enamine.net/public-enum-files/Z19315839
CC1=NOC(C)=C1C(C)CC(=O)N(C)C=2C=CC=C(C)N2,Z1510114691,287.358,287.358,0.792,-2.126,0,3,59.23,5,https://real.enamine.net/public-enum-files/Z1510114691
O=C(C1=CC=2CCCCC2S1)N3CCCC3C=4C=CC=5OCCOC5C4,Z143430404,369.479,369.479,4.691,-5.926,0,3,38.77,2,https://real.enamine.net/public-enum-files/Z143430404
CN(C(=O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C)C(C=3C=CC=CC3)C=4C=CC=CC4,Z19357748,417.461,417.461,2.356,-4.17,0,4,78.75,5,https://real.enamine.net/public-enum-files/Z19357748
COC=1C=CC(C)=CC1N2N=NN=C2SCC(=O)NC(=O)C=3C=CC=CC3Cl,Z19352033,417.871,417.871,2.425,-6.45,1,6,99,6,https://real.enamine.net/public-enum-files/Z19352033
CNS(=O)(=O)C=1C=CC=C(C1)C(=O)N(C)CC23CC4CC(CC(C4)C3)C2,Z137392728,376.515,376.515,4.349,-5.131,1,3,66.48,4,https://real.enamine.net/public-enum-files/Z137392728
BrC=1C=CC(=CC1)OCCSC2=NN=C(O2)C=3C=CC=4OCOC4C3,Z19455413,421.266,421.266,4.383,-7.52,0,5,66.61,6,https://real.enamine.net/public-enum-files/Z19455413
CN1CCN(CC2=CC=CC(=C2)NC(=O)C3CC3)CC1,Z815391878,273.374,273.374,2.053,-1.196,1,3,35.58,5,https://real.enamine.net/public-enum-files/Z815391878
CCC=1C=CC(=CC1)C(=O)N2CCN(CCN3CCCCC3)CC2,Z812528526,329.481,329.481,2.929,-2.984,0,3,26.79,5,https://real.enamine.net/public-enum-files/Z812528526
CC=1C=CC(=CC1C)C(=O)C(C)SC2=NN=C(O2)C=3C=CC=CC3,Z19506748,338.425,338.425,3.736,-7.834,0,3,55.99,5,https://real.enamine.net/public-enum-files/Z19506748
COC=1C=C(F)C=CC1N2CCN(CC2)C(=O)C3CCNC(=O)C3,Z1420345310,335.374,335.374,1.17,-2.219,1,4,61.88,4,https://real.enamine.net/public-enum-files/Z1420345310
CC1=NN=C(SCC2=CN3C=C(Cl)C=CC3=N2)N1C=4C=CC(C)=CC4,Z19546993,369.873,369.873,4.158,-5.66,0,3,48.01,4,https://real.enamine.net/public-enum-files/Z19546993
CC=1C=C(C)N2N=C(N=C2N1)C(=O)OCC3=CC(=O)N4C=C(Br)C=CC4=N3,Z19572580,429.228,429.228,0.872,-4.28,0,6,102.05,4,https://real.enamine.net/public-enum-files/Z19572580
CN1N=C(C(=O)OC=2C=C(Cl)C=CC2Cl)C=3C=CC=CC3C1=O,Z28971056,349.168,349.168,3.474,-5.7,0,3,58.97,3,https://real.enamine.net/public-enum-files/Z28971056
N#CC=1C=CC(=C(F)C1)N2CCN(CC3=CN4C=CC=CC4=N3)CC2,Z915935892,335.379,335.379,3.178,-3.26,0,4,47.57,3,https://real.enamine.net/public-enum-files/Z915935892
O=C(CSC1=NN=NN1C=2C=CC=CC2)NC=3C(F)=C(F)C(F)=C(F)C3F,Z19657589,401.316,401.316,2.182,-6.26,1,4,72.7,5,https://real.enamine.net/public-enum-files/Z19657589
COC=1C=CC=C(C1)N2CCN(CC(=O)NC=3C=C(F)C=CC3C)CC2,Z46356951,357.423,357.423,3.492,-3.78,1,4,44.81,5,https://real.enamine.net/public-enum-files/Z46356951
CC=1N=C2C=CC=CC2=NC1CSC3=NN=NN3C=4C=CC=CC4,Z19657135,334.4,334.4,2.961,-4.426,0,5,69.38,4,https://real.enamine.net/public-enum-files/Z19657135
O=C(NC1CCC(CC1)NC(=O)C=2C=CC=C(Cl)C2)C=3C=CC=C(Cl)C3,Z56842190,391.291,391.291,4.259,-6.153,2,2,58.2,6,https://real.enamine.net/public-enum-files/Z56842190
COC=1C=CC(CN2CCCC(C2)N3CCNC3=O)=C(Cl)C1,Z1347472530,323.818,323.818,2.349,-2.6,1,3,44.81,4,https://real.enamine.net/public-enum-files/Z1347472530
O=C(COC=1C=CC=CC1)N2CCN(CC2)C=3C=CC=CC3,Z19735359,296.364,296.364,3.364,-3.984,0,3,32.78,4,https://real.enamine.net/public-enum-files/Z19735359
O=C(COC=1C=CC(Cl)=CC1Cl)N2CCN(CC2)C=3C=CC=CC3,Z19743479,365.254,365.254,4.749,-5.415,0,3,32.78,4,https://real.enamine.net/public-enum-files/Z19743479
CCC(=O)N1CCC(NCC2=CC=3C=CC=C(OC)C3O2)C(CC)C1,Z1269287563,344.449,344.449,2.224,-4.49,1,3,54.71,7,https://real.enamine.net/public-enum-files/Z1269287563
COC=1C=CC=CC1N2CCN(CC3=CN4C=CC=CC4=N3)CC2,Z88903941,322.405,322.405,3.168,-2.707,0,4,33.01,4,https://real.enamine.net/public-enum-files/Z88903941
CC1(C)CC(CCO1)NC(=O)N2CCC(CC2)C=3C=CC(O)=CC3,Z1510542517,332.438,332.438,2.192,-2.865,2,3,61.8,4,https://real.enamine.net/public-enum-files/Z1510542517
O=C1CCC(=O)N1CCN2CCN(CC2)C(C=3C=CC=CC3)C=4C=CC=CC4,Z317183426,377.48,377.48,3.196,-2.781,0,4,43.86,6,https://real.enamine.net/public-enum-files/Z317183426
CCOC=1C=CC=CC1C(=O)N2CCN(CC2)C=3C=CC(Br)=CN3,Z384314322,390.275,390.275,3.513,-4.809,0,4,45.67,4,https://real.enamine.net/public-enum-files/Z384314322
C=CCN1C(=NN=C1C=2C=CC(=CC2)OC)SCC3=CSC(=N3)NC(C)=O,Z19902299,401.509,401.509,2.501,-5.982,1,5,81.93,9,https://real.enamine.net/public-enum-files/Z19902299
CS(=O)(=O)N1CCC(CNC(=O)C2(O)CCCC2)CC1,Z974149982,304.407,304.407,0.011,-1.419,2,4,86.71,5,https://real.enamine.net/public-enum-files/Z974149982
CC1=C(C=NN1C=2C=CC=CC2C)C(=O)C(C#N)C=3C=CC=CN3,Z638608926,316.357,316.357,2.116,-3.089,0,4,71.57,4,https://real.enamine.net/public-enum-files/Z638608926
CS(=O)(=O)N1CCC(CNC(=O)C=2N=CC=NC2N)CC1,Z974151408,313.378,313.378,-0.201,-0.625,2,6,118.28,5,https://real.enamine.net/public-enum-files/Z974151408
CC=1C=CC(C)=C(C1)NC(=O)CN2CCN(CC(=O)N3CCCC3)CC2,Z65174204,358.479,358.479,0.821,-2.359,1,4,55.89,5,https://real.enamine.net/public-enum-files/Z65174204
COC=1C=CC(C2=NC(=CS2)CN3CCN(CC(=O)N4CCCC4)CC3)=C(C1)OC,Z103930924,430.566,430.566,2.406,-2.727,0,6,58.14,7,https://real.enamine.net/public-enum-files/Z103930924
CC=1C=CC(=CC1)CN2CCCN(CC2)C(=O)NC=3C=CC=CC3,Z223220294,323.433,323.433,3.435,-4.03,1,2,35.58,3,https://real.enamine.net/public-enum-files/Z223220294
O=C(NC=1C=CC(F)=CC1)N2CCCN(CC=3C=CC(Cl)=CC3)CC2,Z223219814,361.841,361.841,4.095,-4.514,1,2,35.58,3,https://real.enamine.net/public-enum-files/Z223219814
CC(CO)NC=1N=CC=C(N1)N2CCCC(C)(C)C2,Z2505570474,264.367,264.367,2.662,-2.648,2,5,61.28,4,https://real.enamine.net/public-enum-files/Z2505570474
CN1CCN(CCC1=O)S(=O)(=O)C=2C=CC(C(=O)O)=C(F)C2,Z2525120529,330.334,330.334,1.117,-2.561,1,5,94.99,3,https://real.enamine.net/public-enum-files/Z2525120529
O=C(O)CCC1=NC(=NO1)C2=CC(=CS2)C=3C=CC=C4OCCCOC34,Z2581573204,372.397,372.397,3.235,-4.519,1,6,94.68,5,https://real.enamine.net/public-enum-files/Z2581573204
"N#CC=1C=CC=NC1NCCNC(=O)N2C[C@H]3COC[C@]3(C2)C(=O)O |&1:16,20,r|",Z2596041320,345.354,345.354,1.301,-2.158,3,7,127.58,5,https://real.enamine.net/public-enum-files/Z2596041320
O=C(O)C(C(=O)NC=1C=CC(=CC1)C=2C=CNN2)C3CCCC3,Z2607611898,313.352,313.352,3.052,-4.609,3,4,95.08,6,https://real.enamine.net/public-enum-files/Z2607611898
NC(=O)CC1COCCN1C=2N=CN=C3C2N=CN3C=4C=CC=CC4,Z2613538415,338.365,338.365,0.871,-4.026,1,6,99.16,4,https://real.enamine.net/public-enum-files/Z2613538415
CCC1=NC=2C=CC=CC2N1CC3=NOC(=N3)C(C)(C)N4C=CC=N4,Z2616890285,336.392,336.392,2.03,-1.936,0,4,74.56,5,https://real.enamine.net/public-enum-files/Z2616890285
"O=C(NC=1C=CN=CC1)[C@H]2CCCC[C@H]2N3CCCC3=O |&1:9,14,r|",Z2619223217,287.358,287.358,1.718,-2.481,1,3,62.3,4,https://real.enamine.net/public-enum-files/Z2619223217
COC(=O)C=1C=CC=C(C1)CCNC(=O)NC2=NN(C)C=C2C,Z2627584025,316.356,316.356,1.468,-2.538,2,3,85.25,8,https://real.enamine.net/public-enum-files/Z2627584025
C=CCC1N(CCCC1(C)C)C(=O)CCN2C=NC3=C(N)N=CN=C32,Z2637448763,342.44,342.44,2.097,-3.177,1,5,89.93,6,https://real.enamine.net/public-enum-files/Z2637448763
CN(CC1COCCO1)C(=O)C=2C=NC=C(F)C2,Z2645277936,254.258,254.258,-0.361,-1.408,0,4,51.66,4,https://real.enamine.net/public-enum-files/Z2645277936
CCN1N=NC=C1CNC(=O)N2CCN(CC2)C=3C=CC(Cl)=CN3,Z2700237182,349.819,349.819,1.074,-2.371,1,5,79.18,6,https://real.enamine.net/public-enum-files/Z2700237182
CC1CN(CCC1C(=O)O)C(=O)NCCOC2=CC=C(F)C=C2F,Z2711528211,342.339,342.339,2.152,-3.404,2,4,78.87,7,https://real.enamine.net/public-enum-files/Z2711528211
CCN1N=NC=C1CNS(=O)(=O)C=2C=CC(=CC2OC)C(=O)O,Z2721502775,340.357,340.357,0.373,-1.633,2,7,123.41,7,https://real.enamine.net/public-enum-files/Z2721502775
CCOC(=O)C1CC21C(=O)NC3=CC=CC=C32,Z2733498887,231.248,231.248,1.327,-1.803,1,2,55.4,3,https://real.enamine.net/public-enum-files/Z2733498887
CC=1C=C(C)C(=CN1)CNC(=O)CC=2C=CC(O)=C(Cl)C2,Z2737209534,304.772,304.772,2.182,-2.778,2,3,62.22,5,https://real.enamine.net/public-enum-files/Z2737209534
"O=C(O)[C@@H]1C[C@H]1C=2C=CC(=CC2)NC(=O)C3CCOCC3 |&1:3,5,r|",Z2755633068,289.327,289.327,0.599,-2.213,2,4,75.63,4,https://real.enamine.net/public-enum-files/Z2755633068
CC1(CC1)S(=O)(=O)NCC2CC=3C=CC=CC3CN2,Z2756357563,280.387,280.387,1.878,-2.553,2,3,58.2,4,https://real.enamine.net/public-enum-files/Z2756357563
C[C@@]1(CCCN1S(=O)(=O)C=2C=CC(C#N)=C(Cl)C2)C(=O)O,Z2757690407,328.773,328.773,2.158,-3.509,1,5,98.47,3,https://real.enamine.net/public-enum-files/Z2757690407
CN(CCC(=O)O)S(=O)(=O)C1=CC=C(C(F)=C1)C(C)(C)C,Z2763053800,317.378,317.378,3.24,-3.266,1,4,74.68,6,https://real.enamine.net/public-enum-files/Z2763053800
COC=1C=CC=CC1SCC2=NN=C3CCCCCCN23,Z2768784653,303.424,303.424,2.56,-3.425,0,3,39.94,4,https://real.enamine.net/public-enum-files/Z2768784653
O=C1CCC(NC=2C=CN=C(N2)C3=NC=CS3)C(N1)C4CCCO4,Z2770564984,345.421,345.421,0.713,-2.666,2,6,89.03,4,https://real.enamine.net/public-enum-files/Z2770564984
"O=C(N[C@@H]1CC[C@H]1O)C2=CC=C(C=N2)C=3C=NNC3 |&1:3,6,r|",Z2779281774,258.277,258.277,0.366,-2.625,3,4,90.9,3,https://real.enamine.net/public-enum-files/Z2779281774
COCCOC=1C=NC=C(C1)C(=O)NC2=C3CCCCC3=NN2C,Z2784027656,330.382,330.382,1.525,-2.26,1,5,78.27,7,https://real.enamine.net/public-enum-files/Z2784027656
COC=1C=CC(=CC1)C(NC(=O)NC2CC(C2)C(=O)O)C(F)(F)F,Z2788447560,346.302,346.302,2.528,-3.391,3,4,87.66,8,https://real.enamine.net/public-enum-files/Z2788447560
O=C(O)[C@@H]1C[C@H](C1)NC(=O)NC(C2=NC=CS2)C(F)(F)F,Z2788451257,323.293,323.293,0.953,-2.26,3,4,91.32,7,https://real.enamine.net/public-enum-files/Z2788451257
COC=1C=CC(C(=O)O)=C(C1)S(=O)(=O)NC[C@H]2C[C@H](C2)N(C)C,Z2790328567,342.412,342.412,-0.815,-1.975,2,6,95.94,7,https://real.enamine.net/public-enum-files/Z2790328567
CC(=O)NCC1CN(CCO1)C(=O)CC2(CC(=O)O)CCCCC2,Z2793366199,340.415,340.415,1.117,-2.511,2,5,95.94,8,https://real.enamine.net/public-enum-files/Z2793366199
CC1CN(CC(C)C1(F)F)C(=O)CC2(CC(=O)O)CCCCC2,Z2793530234,331.399,331.399,3.091,-4.229,1,3,57.61,5,https://real.enamine.net/public-enum-files/Z2793530234
CC(C)CC(C)(CC(=O)O)C(=O)N1CCOC2=CC(F)=CC=C2C1,Z2793554261,337.387,337.387,3.347,-4.103,1,4,66.84,6,https://real.enamine.net/public-enum-files/Z2793554261
CC1CN(CCN1C=2C=CN=CC2)C(=O)NC3=CC=C(F)C(F)=C3,Z2833124930,332.349,332.349,2.994,-3.672,1,3,48.47,4,https://real.enamine.net/public-enum-files/Z2833124930
COC=1C=C(F)C=CC1NC(=O)N2CCN(C=3C=CN=CC3)C(C)C2,Z2834169252,344.384,344.384,2.841,-3.395,1,4,57.7,5,https://real.enamine.net/public-enum-files/Z2834169252
NC(=O)C1(O)CCN(CC=2C=C(O)C=C(C2)C(F)(F)F)C1,Z2835591650,304.266,304.266,1.219,-2.041,3,4,86.79,4,https://real.enamine.net/public-enum-files/Z2835591650
COC=1C=C(F)C=C(C1)NC(=O)N2CCN(C=3C=CN=CC3)C(C)C2,Z2837367469,344.384,344.384,2.841,-3.395,1,4,57.7,5,https://real.enamine.net/public-enum-files/Z2837367469
CC1=NC=CN1CCCN2C=C(CC(O)C(C)(C)C)N=N2,Z2846734712,291.393,291.393,0.479,-0.241,1,4,68.76,7,https://real.enamine.net/public-enum-files/Z2846734712
COCC1(CC1)S(=O)(=O)NC2=CC(C)=CC(=C2)C(=O)O,Z2852051358,299.344,299.344,1.939,-2.999,2,5,92.7,6,https://real.enamine.net/public-enum-files/Z2852051358
"CN(C(=O)[C@@H]1C[C@]1(C)C=2C=CC=CC2)C=3C=CSC3 |&1:4,6,r|",Z2874006709,271.379,271.379,3.414,-3.572,0,1,20.31,4,https://real.enamine.net/public-enum-files/Z2874006709
O=C(CN1CCOCC1)NC2(CCCCCC2)C(=O)O,Z2897664247,284.352,284.352,-0.172,-1.976,2,5,78.87,5,https://real.enamine.net/public-enum-files/Z2897664247
COCCN(C(=O)[C@@H]1CCC[C@@H](C1)C(=O)O)C2CCC(C)C2,Z2904095565,311.417,311.417,3.116,-2.692,1,4,66.84,7,https://real.enamine.net/public-enum-files/Z2904095565
CC1CC(O)CN1C(=O)CNC(=O)N2CCCC2,Z2907280601,255.314,255.314,0.026,-1.459,2,3,72.88,5,https://real.enamine.net/public-enum-files/Z2907280601
O=C(O)C1CC2(C1)CC(CCO2)NC(=O)CC3=CC=C(F)C(F)=C3,Z2911840734,339.335,339.335,-0.106,-2.927,2,4,75.63,5,https://real.enamine.net/public-enum-files/Z2911840734
"COCC1(CC1)S(=O)(=O)N[C@H]2CCC[C@H](C2)C(=O)O |&1:10,14,r|",Z2928196614,291.365,291.365,1.085,-1.634,2,5,92.7,5,https://real.enamine.net/public-enum-files/Z2928196614
O=C(NCC1COCCO1)C2=CNC=3C=C(F)C(F)=CC3C2=O,Z2949427478,324.28,324.28,-0.215,-3.619,2,5,76.66,4,https://real.enamine.net/public-enum-files/Z2949427478
"O=C(NC[C@@H]1C[C@H]1C(F)(F)F)NC=2C=NC=3CCCCC3C2 |&1:4,6,r|",Z2950370065,313.319,313.319,3.294,-3.679,2,2,54.02,6,https://real.enamine.net/public-enum-files/Z2950370065
CCC=1ON=C(C)C1CNC(=O)NC=2C=CC=NC2C=3C=NN(C)C3,Z2951030472,340.381,340.381,1.612,-1.593,2,4,97.87,7,https://real.enamine.net/public-enum-files/Z2951030472
O=C(NC=1C=CC=C(N1)C2CC2)NC(C=3C=CN=CC3)C4CC4,Z2952036348,308.378,308.378,2.543,-2.998,2,3,66.91,7,https://real.enamine.net/public-enum-files/Z2952036348
O=C(NCCC=1C=NNC1)NC=2C=CC=C(N2)C3CC3,Z2952036987,271.318,271.318,1.485,-2.226,3,3,82.7,7,https://real.enamine.net/public-enum-files/Z2952036987
CC1CN(CCNC(=O)NC2=CC=C3CCCC3=N2)CCO1,Z2952262463,304.388,304.388,2.368,-1.963,2,4,66.49,6,https://real.enamine.net/public-enum-files/Z2952262463
CC(=O)NC=1C=CC=NC1NC(=O)C2=CN=C(CC(C)(C)C)S2,Z2958409994,332.422,332.422,2.623,-3.593,2,4,83.98,7,https://real.enamine.net/public-enum-files/Z2958409994
CC(C)C1(COC1)C(=O)N2CC(C2)OC(F)F,Z2958752436,249.255,249.255,2.713,-2.374,0,3,38.77,5,https://real.enamine.net/public-enum-files/Z2958752436
O=C(NC=1C=C(NN1)C2CCCOC2)C=3C=CN=C(C3)C4=CC=CO4,Z2959216725,338.361,338.361,1.982,-3.488,2,4,93.04,5,https://real.enamine.net/public-enum-files/Z2959216725
CC(C)(C)CC=1C=CC=CC1C(=O)N2CC(C2)C3CS(=O)(=O)C3,Z2960153252,335.463,335.463,0.69,-4.878,0,3,54.45,5,https://real.enamine.net/public-enum-files/Z2960153252
CN1N=C(C=C1C(=O)NCCN2C=NC=CC2=O)C3CC3,Z2960597785,287.318,287.318,-0.562,-1.286,1,4,79.59,6,https://real.enamine.net/public-enum-files/Z2960597785
CC(C(=O)NCCN1C=NC=CC1=O)C=2C=CC=C(O)C2,Z2960597789,287.314,287.314,-0.182,-1.883,2,4,82,6,https://real.enamine.net/public-enum-files/Z2960597789
O=C(NC1=CC(=NN1)C2CCCO2)C=3C=CSC3C(F)F,Z2960727591,313.325,313.325,1.072,-3.997,2,3,67.01,5,https://real.enamine.net/public-enum-files/Z2960727591
"O=C(NC=1C=CN=C(C1)N2CCCCC2)[C@@H]3C[C@H]3C4=CC=CO4 |&1:15,17,r|",Z2964731682,311.379,311.379,3.197,-3.298,1,3,58.37,4,https://real.enamine.net/public-enum-files/Z2964731682
CC1=NC(=CC(=N1)NCC2=NN=C3CCCN23)NC=4C=CC=CC4,Z2967817441,321.381,321.381,2.298,-2.719,2,6,80.55,5,https://real.enamine.net/public-enum-files/Z2967817441
O=C(NCC1=CC=2C=CC=CC2S1)NC(C=3C=CN=CC3)C4CC4,Z2969206491,337.441,337.441,3.174,-4.461,2,2,54.02,7,https://real.enamine.net/public-enum-files/Z2969206491
CC(=O)N1CCC(CNC=2C=CC(=NN2)C=3C=CC=CC3Cl)CC1,Z2969249000,344.839,344.839,2.229,-4.334,1,4,58.12,5,https://real.enamine.net/public-enum-files/Z2969249000
CN(CC=1C=NC=CN1)C2=NC=3C=CC=CC3C(=O)N2CCO,Z2969789525,311.339,311.339,0.146,-1.756,1,6,81.92,5,https://real.enamine.net/public-enum-files/Z2969789525
CN1C=C(C=N1)N2CCN(CC2)C=3C=CC=4C=C(Cl)C=NC4N3,Z2970118907,328.8,328.8,2.202,-3.437,0,5,50.08,2,https://real.enamine.net/public-enum-files/Z2970118907
OC[C@H]1C=C[C@H](C1)NC=2C=CC(=NN2)C=3C(F)=CC=CC3F,Z2970163542,303.307,303.307,2.499,-3.822,2,4,58.04,4,https://real.enamine.net/public-enum-files/Z2970163542
CC1=NC(=CC(=N1)NC=2C=CC=CC2)N3CCC(CC3)S(C)(=O)=O,Z2970438269,346.449,346.449,1.735,-3.207,1,6,75.19,4,https://real.enamine.net/public-enum-files/Z2970438269
CC=1N=C(O)C=C(N1)N2CCN(CC2)C(=O)C=3C=CC=4NC=NC4C3,Z2970661231,338.365,338.365,1.918,-3.357,2,6,98.24,3,https://real.enamine.net/public-enum-files/Z2970661231
CS(=O)(=O)N1CCC[C@@H]1CNC=2C=CC(=CN2)C=3C=CN=CC3,Z2970700424,332.422,332.422,1.928,-2.719,1,5,75.19,5,https://real.enamine.net/public-enum-files/Z2970700424
COC1=CC=C2N=CC(Cl)=C(C2=C1)N3CCC(CC3)NCCO,Z2970795274,335.829,335.829,2.164,-3.095,2,5,57.62,5,https://real.enamine.net/public-enum-files/Z2970795274
CC=1N=C(O)C=C(N1)N2CCOC(C2)C=3C=CC(=CC3)OC(F)F,Z2970843476,337.322,337.322,2.928,-3.324,1,6,67.71,4,https://real.enamine.net/public-enum-files/Z2970843476
COCC=1N=C(O)C=C(N1)N2[C@@H]3CC[C@H]2C[C@H](C3)C=4C=CC=CC4,Z2971994368,325.406,325.406,3.408,-3.103,1,5,58.48,4,https://real.enamine.net/public-enum-files/Z2971994368
CS(=O)(=O)C1(CC1)C=2C=CC(=CC2)C3=NC4=CSN=C4C(=O)N3,Z2981779949,347.415,347.415,-0.095,-4.02,1,5,88.49,3,
CN(C)CCN1N=CC=2C(O)=CC=CC2C1=O,Z2982114752,233.267,233.267,0.175,-1.343,1,4,56.14,3,https://real.enamine.net/public-enum-files/Z2982114752
COC=1C=CC=C2C(=O)N(CCN3CCOCC3)N=CC12,Z2982118568,289.33,289.33,0.51,-1.734,0,5,54.37,4,https://real.enamine.net/public-enum-files/Z2982118568
O=C1CC(=NN1C=2C=CC(=NN2)C(F)(F)F)C3CCOCC3,Z2982127361,314.264,314.264,-0.709,-2.207,0,5,67.68,3,
CN(C)C=1C=CC=2C(=O)N(CC(C)(C)CO)N=CC2C1,Z2982133922,275.347,275.347,1.081,-2.021,1,4,56.14,4,
CC(C)(O)CN1N=CC2=CC(F)=CC=C2C1=O,Z2982136326,236.243,236.243,0.154,-2.47,1,3,52.9,2,https://real.enamine.net/public-enum-files/Z2982136326
CN1C=C(C=N1)C=2C=CN=C(C=CC=3C=NN(C3)CC4CCC4)N2,Z2982149895,320.393,320.393,2.333,-1.955,0,4,61.42,5,https://real.enamine.net/public-enum-files/Z2982149895
C(=CC=1C=CC=2C=CC=NC2N1)C3=CN(CC4CCCO4)N=N3,Z2982190501,307.351,307.351,1.36,-3.101,0,5,65.72,4,https://real.enamine.net/public-enum-files/Z2982190501
"NC(=O)NC1CC[C@H]2CN(CC=3C=CC=CC3)C[C@H]2C1 |&1:7,18,r|",Z2982432679,273.374,273.374,1.415,-2.493,2,2,58.36,4,https://real.enamine.net/public-enum-files/Z2982432679
CCC1CCN(CC1)S(=O)(=O)N2CCCCC2CC(=O)O,Z2982578767,318.434,318.434,2.688,-2.604,1,5,77.92,5,https://real.enamine.net/public-enum-files/Z2982578767
CCN(C(C)C(=O)O)S(=O)(=O)C=1C=C(C)C(OC)=C(C)C1,Z2982582437,315.387,315.387,3.252,-2.754,1,5,83.91,6,https://real.enamine.net/public-enum-files/Z2982582437
O=C(NC1CC1)C(C=2C=CC(F)=CC2)N3C=C(N=N3)C4CCC4,Z2982733037,314.358,314.358,2.334,-3.492,1,3,59.81,6,https://real.enamine.net/public-enum-files/Z2982733037
C=1C=C(CN2C=C(N=N2)C3CCC3)ON1,Z2982737709,204.229,204.229,0.489,-1.056,0,3,56.74,3,https://real.enamine.net/public-enum-files/Z2982737709
O=C1CN(CC2=CN(N=N2)C3=CC=NC(=C3)CO)CCN1,Z2982744276,288.306,288.306,-0.289,0.503,2,6,96.17,4,https://real.enamine.net/public-enum-files/Z2982744276
OC1CCN(CC2=CN(CC3CCCC3(F)F)N=N2)CC1,Z2982746080,300.348,300.348,-0.113,-1.459,1,4,54.18,4,https://real.enamine.net/public-enum-files/Z2982746080
CC=1C=CC=2CCC[C@@H](C2C1)N3C=C(CNS(=O)(=O)C4CC4)N=N3,Z2982754410,346.449,346.449,1.962,-3.3,1,4,76.88,5,https://real.enamine.net/public-enum-files/Z2982754410
CC=1C=CC(=NC1)N2C=C(CN3CCOC[C@H]3C)N=N2,Z2982756043,273.334,273.334,1.671,-1.048,0,5,56.07,3,https://real.enamine.net/public-enum-files/Z2982756043
O=S(=O)(NCC1=CN(N=N1)C2=CC=CC(Cl)=C2Cl)C3CC3,Z2982757956,347.221,347.221,2.475,-3.453,1,4,76.88,5,https://real.enamine.net/public-enum-files/Z2982757956
CC=1C=CC(=CC1)C(CC(=O)N2CC(C)C(F)(F)C(C)C2)C(=O)O,Z2982911859,339.378,339.378,2.608,-4.059,1,3,57.61,5,https://real.enamine.net/public-enum-files/Z2982911859
C=CCN1CC(=O)N(C1=O)C=2C=NC(=NC2)C(C)(C)C,Z2983813794,274.319,274.319,0.406,-1.698,0,4,66.4,4,https://real.enamine.net/public-enum-files/Z2983813794
CC(C)(C)C=1N=CC(=CN1)N2C(=O)[C@@H]3CC(F)(F)CN3C2=O,Z2983814390,310.3,310.3,0.272,-2.57,0,4,66.4,2,https://real.enamine.net/public-enum-files/Z2983814390
COC=1C=CC=CC1C2=CN(CCC3CCS(=O)(=O)C3)N=N2,Z2984404838,321.396,321.396,-0.165,-2.372,0,5,74.08,5,https://real.enamine.net/public-enum-files/Z2984404838
CN1N=C(C=C1CN2C=C(CNS(C)(=O)=O)N=N2)C(F)(F)F,Z2984498522,338.311,338.311,-0.934,-0.62,1,5,94.7,6,https://real.enamine.net/public-enum-files/Z2984498522
CN1N=C(C=C1CN2C=C(CN3CCCCC3)N=N2)C(F)(F)F,Z2984498546,328.337,328.337,1.425,-0.978,0,4,51.77,5,https://real.enamine.net/public-enum-files/Z2984498546
CC=1C=C(Cl)C=CC1CN2C=C(CN3CCCC3CO)N=N2,Z2984500610,320.817,320.817,2.233,-2.285,1,4,54.18,5,https://real.enamine.net/public-enum-files/Z2984500610
CC(C)C=1C=CC=CC1CN2N=NC(=N2)C(C)(C)S(C)(=O)=O,Z2991909651,322.428,322.428,1.564,-3.603,0,5,77.74,5,https://real.enamine.net/public-enum-files/Z2991909651
CC(C)(C=1N=NN(CC2CCC3(CC3)CC2)N1)S(C)(=O)=O,Z2991909664,312.433,312.433,1.383,-3.116,0,5,77.74,4,https://real.enamine.net/public-enum-files/Z2991909664
FC(F)(F)CN1C=CC(CC2=NC(=NO2)C3CCCOC3)=N1,Z2992326512,316.28,316.28,-0.12,-1.723,0,4,65.97,5,https://real.enamine.net/public-enum-files/Z2992326512
CNC=1C=CC=CC1CNCC2(O)CCOCC2,Z2992687522,250.337,250.337,0.039,-1.496,3,4,53.52,5,https://real.enamine.net/public-enum-files/Z2992687522
